PANEL	Genetic_Stock_Acc	GS_IRIS_varname	Source_accno	Country_Origin (ISO standard)	Orytage	IN-PRAY	TJ-PRAY	3K_DNA_IRIS_UNIQUE_ID	TYPE	
1506	3K-IRRI	IRGC 127282	CHON::IRGC 78776-1	IRGC 78776	Lao People's Democratic Republic				IRIS 313-11991	ind3
1507	3K-IRRI	IRGC 127266	CHAO LAO SOUNG::IRGC 78799-1	IRGC 78799	Lao People's Democratic Republic				IRIS 313-11992	ind3
1508	3K-IRRI		LIM MA NO MA KHIN NYUNT::IRGC 78917-1	IRGC 78917	Myanmar				IRIS 313-11993	indx
1509	3K-IRRI		KALINDIG::IRGC 78968-1	IRGC 78968	Philippines				IRIS 313-11994	trop1
1510	3K-IRRI		PINUTYUKAN::IRGC 78995-1	IRGC 78995	Philippines				IRIS 313-11995	trop1
1511	3K-IRRI	IRGC 127869	TUI (KIDAYAN)::IRGC 79058-1	IRGC 79058	Philippines				IRIS 313-11996	ind3
1512	3K-IRRI	IRGC 127213	BARUM::IRGC 79108-1	IRGC 79108	Cambodia				IRIS 313-11997	ind3
1513	3K-IRRI		DAMNOEUB KAUN KHMOM::IRGC 79159-1	IRGC 79159	Cambodia				IRIS 313-11998	ind3
1514	3K-IRRI		KAUN TREI::IRGC 79194-1	IRGC 79194	Cambodia				IRIS 313-11999	ind3
1515	3K-IRRI		LAANG::IRGC 79258-1	IRGC 79258	Cambodia				IRIS 313-12000	ind3
1516	3K-IRRI	IRGC 127553	LARA BORO::IRGC 79342-1	IRGC 79342	Bangladesh				IRIS 313-12002	aus
1517	3K-IRRI	IRGC 128305	GYEONGSAN 1::IRGC 79404-1	IRGC 79404	Korea, Republic of				IRIS 313-12003	temp
1518	3K-IRRI		TANALA::IRGC 79467-1	IRGC 79467	Madagascar				IRIS 313-12004	admix
1519	3K-IRRI		CHE MAH::IRGC 79480-1	IRGC 79480	Malaysia				IRIS 313-12005	ind3
1520	3K-IRRI		PADI HANGIR::IRGC 79507-1	IRGC 79507	Malaysia				IRIS 313-12006	trop1
1521	3K-IRRI	IRGC 127457	JIA GEN::IRGC 79654-1	IRGC 79654	China				IRIS 313-12007	indx
1522	3K-IRRI	IRGC 127736	PO HE::IRGC 79701-1	IRGC 79701	China				IRIS 313-12009	ind1A
1523	3K-IRRI	IRGC 127900	YAN ZHAN::IRGC 79740-1	IRGC 79740	China				IRIS 313-12010	ind1A
1524	3K-IRRI	IRGC 128510	YU TOU ZHONG::IRGC 79749-1	IRGC 79749	China				IRIS 313-12011	indx
1525	3K-IRRI	IRGC 127910	ZAO LENG SHUI ZHAN::IRGC 79756-1	IRGC 79756	China				IRIS 313-12012	ind1A
1526	3K-IRRI	IRGC 127767	RAUSRR 4::IRGC 79785-1	IRGC 79785	India				IRIS 313-12013	ind2
1527	3K-IRRI	IRGC 127105	ADANKARU::IRGC 79842-1	IRGC 79842	Nigeria				IRIS 313-12014	ind2
1528	3K-IRRI	IRGC 127333	DOGON IRI::IRGC 79882-1	IRGC 79882	Nigeria				IRIS 313-12015	ind2
1529	3K-IRRI		EX AUBERGE::IRGC 79898-1	IRGC 79898	Egypt				IRIS 313-12016	indx
1530	3K-IRRI	IRGC 127364	EX SANDEMA::IRGC 79964-1	IRGC 79964	Ghana				IRIS 313-12017	indx
1531	3K-IRRI	IRGC 128293	FRENSI GBOI::IRGC 79983-1	IRGC 79983	Sierra Leone				IRIS 313-12018	trop1
1532	3K-IRRI		ITA 131::IRGC 80025-1	IRGC 80025	Nigeria				IRIS 313-12021	trop1
1533	3K-IRRI	IRGC 127866	TOS 9795::IRGC 80142-1	IRGC 80142					IRIS 313-12024	ind1B
1534	3K-IRRI		ACEH (SELECTION)::IRGC 80233-1	IRGC 80233	Indonesia				IRIS 313-12027	ind3
1535	3K-IRRI		CHAO BONG::IRGC 80266-2	IRGC 80266	Lao People's Democratic Republic				IRIS 313-12028	indx
1536	3K-IRRI		CHAO MEO::IRGC 80273-1	IRGC 80273	Lao People's Democratic Republic				IRIS 313-12029	trop2
1537	3K-IRRI		DELI 2::IRGC 80313-1	IRGC 80313	Malaysia				IRIS 313-12030	admix
1538	3K-IRRI	IRGC 128437	P T Q QINDONAAL::IRGC 80410-1	IRGC 80410	Philippines				IRIS 313-12031	trop1
1539	3K-IRRI	IRGC 127377	GAO JIAO HONG::IRGC 80920-1	IRGC 80920	China				IRIS 313-12033	ind1A
1540	3K-IRRI		CHAN LEUY::IRGC 81223-1	IRGC 81223	Cambodia				IRIS 313-12036	ind3
1541	3K-IRRI		KHMAO KDET::IRGC 81278-1	IRGC 81278	Cambodia				IRIS 313-12037	ind3
1542	3K-IRRI		MUOY KUM::IRGC 81314-1	IRGC 81314	Cambodia				IRIS 313-12038	ind3
1543	3K-IRRI		NEANG AN::IRGC 81315-1	IRGC 81315	Cambodia				IRIS 313-12039	ind3
1544	3K-IRRI		NEANG LAU::IRGC 81328-1	IRGC 81328	Cambodia				IRIS 313-12040	ind3
1545	3K-IRRI		NOU::IRGC 81352-1	IRGC 81352	Cambodia				IRIS 313-12041	ind3
1546	3K-IRRI		PHCAR KABAS::IRGC 81357-1	IRGC 81357	Cambodia				IRIS 313-12042	ind3
1547	3K-IRRI	IRGC 128458	SAMBOK ANGKRANG::IRGC 81375-1	IRGC 81375	Cambodia				IRIS 313-12043	ind3
1548	3K-IRRI		SAR SIEM::IRGC 81386-2	IRGC 81386	Cambodia				IRIS 313-12044	ind3
1549	3K-IRRI		BUYAN::IRGC 81440-1	IRGC 81440	Indonesia				IRIS 313-12045	trop1
1550	3K-IRRI		KUJAM KURIT::IRGC 81477-1	IRGC 81477	Indonesia				IRIS 313-12046	ind3
1551	3K-IRRI		LEMAK RUSA::IRGC 81486-1	IRGC 81486	Indonesia				IRIS 313-12047	ind3
1552	3K-IRRI	IRGC 127564	LIMA::IRGC 81487-1	IRGC 81487	Indonesia				IRIS 313-12048	ind3
1553	3K-IRRI		MAE HANG::IRGC 81615-2	IRGC 81615	Lao People's Democratic Republic				IRIS 313-12049	ind3
1554	3K-IRRI	IRGC 128468	SHAN KAUK HNYIN::IRGC 81656-1	IRGC 81656	Myanmar				IRIS 313-12050	indx
1555	3K-IRRI	IRGC 128487	TINOLDO MARANGRAS::IRGC 81758-1	IRGC 81758	Philippines				IRIS 313-12051	trop1
1556	3K-IRRI	IRGC 127109	ADUKKAN::IRGC 81783-1	IRGC 81783	India				IRIS 313-12052	indx
1557	3K-IRRI	IRGC 127367	FACAGRO 406::IRGC 82049-1	IRGC 82049	Burundi				IRIS 313-12053	indx
1558	3K-IRRI	IRGC 128312	HUA 24::IRGC 82127-1	IRGC 82127	China				IRIS 313-12054	temp
1559	3K-IRRI	IRGC 127545	LAL MOTI::IRGC 82168-1	IRGC 82168	Bangladesh				IRIS 313-12055	aus
1560	3K-IRRI	IRGC 127116	AI JIAO ZI::IRGC 82255-1	IRGC 82255	China				IRIS 313-12057	indx
1561	3K-IRRI		KUL REUSEI::IRGC 82308-1	IRGC 82308	Cambodia				IRIS 313-12058	ind3
1562	3K-IRRI	IRGC 128364	LIGEN 2::IRGC 82398-1	IRGC 82398	China				IRIS 313-12059	temp
1563	3K-IRRI	IRGC 128365	LIJIAN 942::IRGC 82399-1	IRGC 82399	China				IRIS 313-12060	japx
1564	3K-IRRI	IRGC 128509	YUNLEN 13::IRGC 82402-1	IRGC 82402	China				IRIS 313-12061	temp
1565	3K-IRRI		XIENG KANG::IRGC 82533-1	IRGC 82533	Lao People's Democratic Republic				IRIS 313-12063	trop2
1566	3K-IRRI	IRGC 127903	YERI BUTUKA::IRGC 82591-1	IRGC 82591	Nigeria				IRIS 313-12065	admix
1567	3K-IRRI	IRGC 127609	MARAMAY::IRGC 82628-1	IRGC 82628	Philippines				IRIS 313-12066	ind3
1568	3K-IRRI	IRGC 127100	531::IRGC 82643-1	IRGC 82643	Philippines				IRIS 313-12067	indx
1569	3K-IRRI		PULUT KETAN::IRGC 82674-2	IRGC 82674	Indonesia				IRIS 313-12068	trop1
1570	3K-IRRI	IRGC 128438	PULUT MAS::IRGC 82676-1	IRGC 82676	Indonesia				IRIS 313-12069	trop1
1571	3K-IRRI	IRGC 127198	BABELIONG::IRGC 82688-1	IRGC 82688	Malaysia				IRIS 313-12070	trop1
1572	3K-IRRI	IRGC 128406	NIA::IRGC 82728-1	IRGC 82728	Lao People's Democratic Republic				IRIS 313-12071	trop2
1573	3K-IRRI		KYAUK KYI::IRGC 82773-1	IRGC 82773	Myanmar				IRIS 313-12072	indx
1574	3K-IRRI	IRGC 128336	KASIGNAYAN::IRGC 82788-1	IRGC 82788	Philippines				IRIS 313-12073	trop1
1575	3K-IRRI		KYAIN WAR ME DONE::IRGC 82819-1	IRGC 82819	Myanmar				IRIS 313-12074	aro
1576	3K-IRRI	IRGC 128306	HANG::IRGC 82842-1	IRGC 82842	Lao People's Democratic Republic				IRIS 313-12076	trop2
1577	3K-IRRI	IRGC 127906	YOI::IRGC 82855-1	IRGC 82855	Lao People's Democratic Republic				IRIS 313-12077	trop2
1578	3K-IRRI	IRGC 127301	DAU NGHA THAI BINH::IRGC 82891-1	IRGC 82891	Viet Nam				IRIS 313-12078	indx
1579	3K-IRRI		KASHMIRI::IRGC 83002-1	IRGC 83002	Pakistan				IRIS 313-12079	ind3
1580	3K-IRRI	IRGC 127475	KA GIL::IRGC 83029-1	IRGC 83029	Philippines				IRIS 313-12080	ind3
1581	3K-IRRI	IRGC 128208	1146::IRGC 83068-1	IRGC 83068	Philippines				IRIS 313-12081	ind3
1582	3K-IRRI	IRGC 127614	MAVOLATSIKA::IRGC 83137-1	IRGC 83137	Madagascar				IRIS 313-12082	ind2
1583	3K-IRRI	IRGC 128460	SARIN TSIPALA::IRGC 83154-1	IRGC 83154	Madagascar				IRIS 313-12083	ind2
1584	3K-IRRI	IRGC 128334	KARUEL::IRGC 83792-1	IRGC 83792	Nepal				IRIS 313-12093	indx
1585	3K-IRRI	IRGC 127496	KASHA::IRGC 83865-1	IRGC 83865	Bangladesh				IRIS 313-12094	aro
1586	3K-IRRI		NEANG CHEK::IRGC 83894-1	IRGC 83894	Cambodia				IRIS 313-12096	ind3
1587	3K-IRRI		NEANG MINH::IRGC 83897-1	IRGC 83897	Cambodia				IRIS 313-12097	ind3
1588	3K-IRRI		SAMRONG 2::IRGC 83951-1	IRGC 83951	Cambodia				IRIS 313-12101	ind3
1589	3K-IRRI		SOK SOV::IRGC 83966-1	IRGC 83966	Cambodia				IRIS 313-12102	ind3
1590	3K-IRRI		PARAI JALEY MASIK::IRGC 84215-1	IRGC 84215	Malaysia				IRIS 313-12108	trop1
1591	3K-IRRI	IRGC 127975	ARITH::IRGC 84347-2	IRGC 84347	Cambodia				IRIS 313-12109	ind3
1592	3K-IRRI	IRGC 127691	OVIBENAMPOTAKA + OVIBE + MAKALIOKA::IRGC 84756-1	IRGC 84756	Madagascar				IRIS 313-12118	ind2
1593	3K-IRRI	IRGC 127254	CHA LIENG::IRGC 84920-1	IRGC 84920	Lao People's Democratic Republic				IRIS 313-12121	ind3
1594	3K-IRRI	IRGC 127431	INPONG::IRGC 85524-1	IRGC 85524	Lao People's Democratic Republic				IRIS 313-12127	ind3
1595	3K-IRRI	IRGC 127408	HMA GNENG::IRGC 85751-1	IRGC 85751	Lao People's Democratic Republic				IRIS 313-12128	ind3
1596	3K-IRRI	IRGC 128391	MON LAI::IRGC 85857-1	IRGC 85857	Lao People's Democratic Republic				IRIS 313-12129	trop2
1597	3K-IRRI	IRGC 127559	KHAO PA::IRGC 85972-1	IRGC 85972	Lao People's Democratic Republic				IRIS 313-12130	ind3
1598	3K-IRRI		LG 944::IRGC 86000-1	IRGC 86000	Lao People's Democratic Republic				IRIS 313-12131	ind3
1599	3K-IRRI	IRGC 127849	TAP KHOUAY::IRGC 86373-1	IRGC 86373	Lao People's Democratic Republic				IRIS 313-12133	ind3
1600	3K-IRRI		THATENG::IRGC 86377-1	IRGC 86377	Lao People's Democratic Republic				IRIS 313-12134	trop2
1601	3K-IRRI	IRGC 127726	PERUBAK LUEY::IRGC 86436-1	IRGC 86436	Malaysia				IRIS 313-12135	ind1B
1602	3K-IRRI	IRGC 127896	YADU BARA::IRGC 86912-1	IRGC 86912	Bhutan				IRIS 313-12138	indx
1603	3K-IRRI	IRGC 127604	MANSARA DHAN::IRGC 86940-1	IRGC 86940	Nepal				IRIS 313-12139	aus
1604	3K-IRRI		HATEA::IRGC 86973-1	IRGC 86973	Bangladesh				IRIS 313-12141	aus
1605	3K-IRRI	IRGC 127177	ATT CHHMOUS::IRGC 87030-1	IRGC 87030	Cambodia				IRIS 313-12142	ind3
1606	3K-IRRI		SRAU KHGNAERNG::IRGC 87073-1	IRGC 87073	Cambodia				IRIS 313-12143	ind3
1607	3K-IRRI		GINAYANGGANG::IRGC 87131-1	IRGC 87131	Philippines				IRIS 313-12144	trop1
1608	3K-IRRI	IRGC 127121	AM BEUS::IRGC 87189-1	IRGC 87189	Cambodia				IRIS 313-12146	indx
1609	3K-IRRI	IRGC 127171	ARNG'-KAR PHAR ONG::IRGC 87196-1	IRGC 87196	Cambodia				IRIS 313-12147	ind3
1610	3K-IRRI	IRGC 127172	ARN'-SAR THNGORN'::IRGC 87205-1	IRGC 87205	Cambodia				IRIS 313-12148	ind3
1611	3K-IRRI		DAMNOEUB KRACHAK SESS::IRGC 87380-1	IRGC 87380	Cambodia				IRIS 313-12151	ind3
1612	3K-IRRI		DAMM NOEB THNGORN'::IRGC 87428-1	IRGC 87428	Cambodia				IRIS 313-12152	ind3
1613	3K-IRRI	IRGC 127717	PA PHA EA::IRGC 87751-1	IRGC 87751	Cambodia				IRIS 313-12161	ind3
1614	3K-IRRI	IRGC 127723	PA YANG NOEUGN::IRGC 87778-1	IRGC 87778	Cambodia				IRIS 313-12164	japx
1615	3K-IRRI	IRGC 128323	JHINUWA DHAN::IRGC 88545-1	IRGC 88545	Nepal				IRIS 313-12180	indx
1616	3K-IRRI	IRGC 127686	NYAULI::IRGC 88628-1	IRGC 88628	Nepal				IRIS 313-12182	indx
1617	3K-IRRI	IRGC 127796	SETYA::IRGC 88654-1	IRGC 88654	Nepal				IRIS 313-12183	aus
1618	3K-IRRI	IRGC 127110	AE NOUA::IRGC 89308-1	IRGC 89308	Lao People's Democratic Republic				IRIS 313-12185	indx
1619	3K-IRRI	IRGC 128239	BAO DAM::IRGC 89352-1	IRGC 89352	Lao People's Democratic Republic				IRIS 313-12186	indx
1620	3K-IRRI	IRGC 127255	CHAM LEK::IRGC 89387-1	IRGC 89387	Lao People's Democratic Republic				IRIS 313-12187	indx
1621	3K-IRRI	IRGC 127260	CHAO DO::IRGC 89430-1	IRGC 89430	Lao People's Democratic Republic				IRIS 313-12188	ind3
1622	3K-IRRI		CHAO KHAW NYAO::IRGC 89460-1	IRGC 89460	Lao People's Democratic Republic				IRIS 313-12190	indx
1623	3K-IRRI	IRGC 127341	DO NOUAN::IRGC 89648-1	IRGC 89648	Lao People's Democratic Republic				IRIS 313-12193	ind3
1624	3K-IRRI	IRGC 127353	EA POUAK::IRGC 89748-1	IRGC 89748	Lao People's Democratic Republic				IRIS 313-12194	ind3
1625	3K-IRRI	IRGC 128362	LEUANG::IRGC 90000-1	IRGC 90000	Lao People's Democratic Republic				IRIS 313-12200	trop2
1626	3K-IRRI	IRGC 128456	SALA::IRGC 90457-1	IRGC 90457	Lao People's Democratic Republic				IRIS 313-12207	indx
1627	3K-IRRI	IRGC 127257	CHAM TON::IRGC 90600-1	IRGC 90600	Viet Nam				IRIS 313-12210	indx
1628	3K-IRRI	IRGC 128501	WEONJU 8::IRGC 90845-1	IRGC 90845	Korea, Republic of				IRIS 313-12217	temp
1629	3K-IRRI		CHAO KHIE KHOUAY::IRGC 90968-1	IRGC 90968	Lao People's Democratic Republic				IRIS 313-12220	indx
1630	3K-IRRI	IRGC 127351	EA LOUY::IRGC 91220-1	IRGC 91220	Lao People's Democratic Republic				IRIS 313-12221	ind3
1631	3K-IRRI	IRGC 127548	LAM BOUN::IRGC 91525-1	IRGC 91525	Lao People's Democratic Republic				IRIS 313-12222	ind3
1632	3K-IRRI	IRGC 127681	NOON SOUNG::IRGC 91956-1	IRGC 91956	Lao People's Democratic Republic				IRIS 313-12224	ind3
1633	3K-IRRI	IRGC 127711	PA LAT NGAN::IRGC 91983-1	IRGC 91983	Lao People's Democratic Republic				IRIS 313-12225	ind3
1634	3K-IRRI	IRGC 127712	PANG::IRGC 91987-1	IRGC 91987	Lao People's Democratic Republic				IRIS 313-12226	trop2
1635	3K-IRRI	IRGC 127795	SET::IRGC 92200-1	IRGC 92200	Lao People's Democratic Republic				IRIS 313-12227	trop2
1636	3K-IRRI	IRGC 128474	SOM::IRGC 92221-1	IRGC 92221	Lao People's Democratic Republic				IRIS 313-12228	trop2
1637	3K-IRRI	IRGC 127843	TAM::IRGC 92253-1	IRGC 92253	Lao People's Democratic Republic				IRIS 313-12229	ind3
1638	3K-IRRI	IRGC 128192	TOUN::IRGC 92291-2	IRGC 92291	Lao People's Democratic Republic				IRIS 313-12231	ind3
1639	3K-IRRI	IRGC 127852	TE SAN AI 2::IRGC 93355-1	IRGC 93355	China				IRIS 313-12232	indx
1640	3K-IRRI	IRGC 127124	ANLINGWUBAILI::IRGC 93363-1	IRGC 93363	China				IRIS 313-12234	ind1B
1641	3K-IRRI	IRGC 127552	LAOZAOGU::IRGC 93444-1	IRGC 93444	China				IRIS 313-12236	ind1A
1642	3K-IRRI	IRGC 127893	WUGU::IRGC 93479-1	IRGC 93479	China				IRIS 313-12237	ind1A
1643	3K-IRRI		PULUT MINYAK::IRGC 93615-1	IRGC 93615	Indonesia				IRIS 313-12240	ind3
1644	3K-IRRI	IRGC 127793	SEMENDANG::IRGC 93633-1	IRGC 93633	Indonesia				IRIS 313-12241	trop1
1645	3K-IRRI	IRGC 128339	KHAO KHOT::IRGC 93892-1	IRGC 93892	Lao People's Democratic Republic				IRIS 313-12242	trop2
1646	3K-IRRI	IRGC 128433	PINAHULA::IRGC 93937-1	IRGC 93937	Philippines				IRIS 313-12244	trop1
1647	3K-IRRI	IRGC 127208	BANGKOUY::IRGC 94037-1	IRGC 94037	Cambodia				IRIS 313-12246	ind3
1648	3K-IRRI	IRGC 128026	DAMNOEUB KRAMOUM::IRGC 94084-2	IRGC 94084	Cambodia				IRIS 313-12247	ind3
1649	3K-IRRI	IRGC 128271	DAMNOUEB PHDAU PEN::IRGC 94176-1	IRGC 94176	Cambodia				IRIS 313-12249	ind3
1650	3K-IRRI	IRGC 127772	RUS RUSSEI::IRGC 94341-1	IRGC 94341	Cambodia				IRIS 313-12251	ind3
1651	3K-IRRI	IRGC 128215	A MOUK::IRGC 94474-1	IRGC 94474	Lao People's Democratic Republic				IRIS 313-12252	trop2
1652	3K-IRRI	IRGC 128237	BAN BONG::IRGC 94565-1	IRGC 94565	Lao People's Democratic Republic				IRIS 313-12254	trop2
1653	3K-IRRI	IRGC 128276	DENG PEE::IRGC 94991-1	IRGC 94991	Lao People's Democratic Republic				IRIS 313-12257	trop2
1654	3K-IRRI	IRGC 128283	DON::IRGC 95117-1	IRGC 95117	Lao People's Democratic Republic				IRIS 313-12258	trop2
1655	3K-IRRI	IRGC 127352	EA NOUAN::IRGC 95147-1	IRGC 95147	Lao People's Democratic Republic				IRIS 313-12259	ind3
1656	3K-IRRI	IRGC 128037	EA KHAW NGAN::IRGC 95176-2	IRGC 95176	Lao People's Democratic Republic				IRIS 313-12260	ind3
1657	3K-IRRI	IRGC 127354	EA TOM::IRGC 95276-1	IRGC 95276	Lao People's Democratic Republic				IRIS 313-12261	ind3
1658	3K-IRRI	IRGC 128410	NYAE::IRGC 95302-1	IRGC 95302	Lao People's Democratic Republic				IRIS 313-12262	trop2
1659	3K-IRRI	IRGC 127521	KHIE TOM::IRGC 95601-1	IRGC 95601	Lao People's Democratic Republic				IRIS 313-12263	ind3
1660	3K-IRRI	IRGC 128352	KON SIM::IRGC 95626-1	IRGC 95626	Lao People's Democratic Republic				IRIS 313-12265	trop2
1661	3K-IRRI	IRGC 128520	KAUK PAHLING::IRGC 95823-2	IRGC 95823	Myanmar				IRIS 313-12266	trop2
1662	3K-IRRI	IRGC 127616	MAYATAUNG::IRGC 95957-1	IRGC 95957	Myanmar				IRIS 313-12268	indx
1663	3K-IRRI	IRGC 127802	SHWEWARHNAN::IRGC 96053-1	IRGC 96053	Myanmar				IRIS 313-12269	indx
1664	3K-IRRI	IRGC 127864	TOAM JUM::IRGC 96077-1	IRGC 96077	Myanmar				IRIS 313-12270	indx
1665	3K-IRRI	IRGC 127215	BATIBATIKAN::IRGC 96098-1	IRGC 96098	Philippines				IRIS 313-12271	trop1
1666	3K-IRRI	IRGC 127594	MALAGKIT (ITIM)::IRGC 96124-1	IRGC 96124	Philippines				IRIS 313-12272	trop1
1667	3K-IRRI,RDP1sim	IRGC 127115	AIJIAONANTE::IRGC 96974-1	IRGC 96974	China				IRIS 313-12273	ind1A
1668	3K-IRRI	IRGC 127590	MAGU::IRGC 97027-1	IRGC 97027	China				IRIS 313-12275	indx
1669	3K-IRRI		MENALAVA::IRGC 97122-1	IRGC 97122	Madagascar				IRIS 313-12278	ind2
1670	3K-IRRI		RAMADITRA::IRGC 97124-1	IRGC 97124	Madagascar				IRIS 313-12279	trop1
1671	3K-IRRI		MAKALIOKA::IRGC 97193-1	IRGC 97193	Madagascar				IRIS 313-12280	indx
1672	3K-IRRI	IRGC 128457	SALAZANA::IRGC 97219-1	IRGC 97219	Madagascar				IRIS 313-12281	trop1
1673	3K-IRRI		TSY MILA RO::IRGC 97233-1	IRGC 97233	Madagascar				IRIS 313-12282	indx
1674	3K-IRRI	IRGC 127884	VARY 5000 FOTSY::IRGC 97235-1	IRGC 97235	Madagascar				IRIS 313-12283	indx
1675	3K-IRRI	IRGC 128200	VARY GONY::IRGC 97308-2	IRGC 97308	Madagascar				IRIS 313-12284	ind2
1676	3K-IRRI		PADI MIAT (KECIL)::IRGC 97366-1	IRGC 97366	Malaysia				IRIS 313-12285	trop1
1677	3K-IRRI	IRGC 128038	EKAYIN SAW::IRGC 97468-2	IRGC 97468	Myanmar				IRIS 313-12286	ind3
1678	3K-IRRI	IRGC 127501	KAUK HNYINGWA::IRGC 97487-1	IRGC 97487	Myanmar				IRIS 313-12287	ind3
1679	3K-IRRI	IRGC 128405	NGWE TOE KYE::IRGC 97530-1	IRGC 97530	Myanmar				IRIS 313-12288	ind3
1680	3K-IRRI		YARSABA::IRGC 97567-1	IRGC 97567	Myanmar				IRIS 313-12289	trop2
1681	3K-IRRI	IRGC 127466	JON JAN::IRGC 97633-1	IRGC 97633	Myanmar				IRIS 313-12290	indx
1682	3K-IRRI		NGA CHEKH FAT::IRGC 97701-2	IRGC 97701	Myanmar				IRIS 313-12291	indx
1683	3K-IRRI	IRGC 127358	EMAHTAKYAN::IRGC 97789-1	IRGC 97789	Myanmar				IRIS 313-12292	ind3
1684	3K-IRRI	IRGC 127773	SABALINE::IRGC 98059-1	IRGC 98059	Myanmar				IRIS 313-12296	ind3
1685	3K-IRRI	IRGC 127576	LOUK PASOM::IRGC 98136-1	IRGC 98136	Lao People's Democratic Republic				IRIS 313-12297	indx
1686	3K-IRRI		MUANG TAY::IRGC 98382-1	IRGC 98382	Lao People's Democratic Republic				IRIS 313-12299	trop2
1687	3K-IRRI	IRGC 127673	NGAM KON DAM::IRGC 98486-1	IRGC 98486	Lao People's Democratic Republic				IRIS 313-12300	indx
1688	3K-IRRI	IRGC 127556	LG 10178::IRGC 98526-1	IRGC 98526	Lao People's Democratic Republic				IRIS 313-12301	indx
1689	3K-IRRI	IRGC 127560	LG 4153::IRGC 98528-1	IRGC 98528	Lao People's Democratic Republic				IRIS 313-12302	ind3
1690	3K-IRRI	IRGC 127561	LG 9274::IRGC 98715-1	IRGC 98715	Lao People's Democratic Republic				IRIS 313-12303	indx
1691	3K-IRRI	IRGC 127708	PA KHENG KHAW::IRGC 98779-1	IRGC 98779	Lao People's Democratic Republic				IRIS 313-12305	ind3
1692	3K-IRRI		POU::IRGC 98968-1	IRGC 98968	Lao People's Democratic Republic				IRIS 313-12307	trop2
1693	3K-IRRI	IRGC 127782	SAM SI::IRGC 99020-1	IRGC 99020	Lao People's Democratic Republic				IRIS 313-12308	ind3
1694	3K-IRRI	IRGC 127785	SANPATONG NYAY::IRGC 99050-1	IRGC 99050	Lao People's Democratic Republic				IRIS 313-12309	ind3
1695	3K-IRRI	IRGC 128481	TAM::IRGC 99161-1	IRGC 99161	Lao People's Democratic Republic				IRIS 313-12311	trop2
1696	3K-IRRI	IRGC 128482	TA SENG::IRGC 99176-1	IRGC 99176	Lao People's Democratic Republic				IRIS 313-12312	trop2
1697	3K-IRRI		LAI HIN::IRGC 99305-1	IRGC 99305	Lao People's Democratic Republic				IRIS 313-12313	trop2
1698	3K-IRRI	IRGC 127743	PSBRC 18::IRGC 99639-1	IRGC 99639	Philippines				IRIS 313-12319	ind1B
1699	3K-IRRI	IRGC 127557	LG 10344::IRGC 99789-1	IRGC 99789	Lao People's Democratic Republic				IRIS 313-12321	trop2
1700	3K-IRRI	IRGC 128497	VOK::IRGC 99831-1	IRGC 99831	Lao People's Democratic Republic				IRIS 313-12322	trop2
1701	3K-IRRI		BAN KEO::IRGC 99953-1	IRGC 99953	Lao People's Democratic Republic				IRIS 313-12323	trop2
1702	3K-IRRI	IRGC 128241	BER YA::IRGC 99970-1	IRGC 99970	Lao People's Democratic Republic				IRIS 313-12324	trop2
1703	3K-IRRI	IRGC 127321	DISSI::IRGC 101346-1	IRGC 101346	Cameroon				IRIS 313-12325	ind2
1704	3K-IRRI	IRGC 128258	CHAO DO::IRGC 106666-1	IRGC 106666	Lao People's Democratic Republic				IRIS 313-12329	indx
1705	3K-IRRI	IRGC 127267	CHAO PEE::IRGC 106767-1	IRGC 106767	Lao People's Democratic Republic				IRIS 313-12330	trop2
1706	3K-IRRI	IRGC 127312	DENG NYAY::IRGC 106907-1	IRGC 106907	Lao People's Democratic Republic				IRIS 313-12332	trop2
1707	3K-IRRI	IRGC 127334	DO KHAW::IRGC 106977-1	IRGC 106977	Lao People's Democratic Republic				IRIS 313-12334	ind3
1708	3K-IRRI	IRGC 128282	DO LEUANG::IRGC 106990-1	IRGC 106990	Lao People's Democratic Republic				IRIS 313-12336	trop2
1709	3K-IRRI	IRGC 127335	DOK HIEN NOI::IRGC 107021-1	IRGC 107021	Lao People's Democratic Republic				IRIS 313-12337	trop2
1710	3K-IRRI	IRGC 128412	NYAO::IRGC 107091-1	IRGC 107091	Lao People's Democratic Republic				IRIS 313-12340	trop2
1711	3K-IRRI	IRGC 128413	NYON::IRGC 107099-1	IRGC 107099	Lao People's Democratic Republic				IRIS 313-12341	trop2
1712	3K-IRRI	IRGC 127399	HAI NA::IRGC 107117-1	IRGC 107117	Lao People's Democratic Republic				IRIS 313-12342	trop2
1713	3K-IRRI		KHAO::IRGC 107359-1	IRGC 107359	Lao People's Democratic Republic				IRIS 313-12344	trop2
1714	3K-IRRI	IRGC 128201	VIENG::IRGC 107375-2	IRGC 107375	Lao People's Democratic Republic				IRIS 313-12345	trop2
1715	3K-IRRI	IRGC 127540	LAB::IRGC 107468-1	IRGC 107468	Lao People's Democratic Republic				IRIS 313-12346	trop2
1716	3K-IRRI	IRGC 127541	LAI DAM::IRGC 107490-1	IRGC 107490	Lao People's Democratic Republic				IRIS 313-12347	trop2
1717	3K-IRRI	IRGC 127575	LOUK NOK::IRGC 107599-1	IRGC 107599	Lao People's Democratic Republic				IRIS 313-12348	trop2
1718	3K-IRRI	IRGC 127592	MAK KHEUA DENG::IRGC 107709-1	IRGC 107709	Lao People's Democratic Republic				IRIS 313-12349	trop2
